text,class,cleaned_text
سير سير هادشي مخدامش لك اسي محمد خسارة فيك الاسم,1,سير سير هادشي مخدامش لك اسي محمد خسارة فيك الاسم
خاص بحال المجرمين الاعدام,1,خاص بحال المجرمين الاعدام
حشوما وعيب حق الله زعما انت اصوفيا اشمن وجه خليتي الوالديك لا حولة ولا قوة الا بالله,1,حشوما وعيب حق اله زعما انت اصوفيا اشمن وجه خليتي الوالديك لا حولة ولا قوة الا باله
خليك تكوني عبرة لاي بنت صورات ليها نفسها تخرب حياة انسانة اخرى شوفي غيرو كي قالت نجاة عتابو ملقيتوش اللي يجمعكم ا الشيطات,1,خليك تكوني عبرة لاي بنت صورات ليها نفسها تخرب حياة انسانة اخرى شوفي غيرو كي قالت نجاة عتابو ملقيتوش الي يجمعكم ا الشيطات
فصالتك ورقصك زيروا حشمي اللهم إن هذا منكر كاينين العيالات عايشين من عرقهم بطريفة نقية ماشي الفساد أمتذكريش الله على فمك وانت شادة طريق الشيطان,1,فصالتك ورقصك زيروا حشمي الهم إن هذا منكر كاينين العيالات عايشين من عرقهم بطريفة نقية ماشي الفساد أمتذكريش اله على فمك وانت شادة طريق الشيطان
الرجولة تناكت يا ولاد بالمغرب الشقيق,1,الرجولة تناكت يا ولاد بالمغرب الشقيق
ألو يأجوج ومأجوج فين وسلتو في الحفير راه البلاد غادية فالخسران احمادي😖,1,ألو يأجوج ومأجوج فين وسلتو في الحفير راه البلاد غادية فالخسران احمادي وجه مرتبك
الله يسترنا فوق الأرض و تحت الأرض بالنسبة الشطيح ما عندكش معاه اختي غكتخربقي توبي احسن ليك را غمعرية و صافي و الكرش الله يهديك,1,اله يسترنا فوق الأرض و تحت الأرض بالنسبة الشطيح ما عندكش معاه اختي غكتخربقي توبي احسن ليك را غمعرية و صافي و الكرش اله يهديك
من كثرة جمال صوت ديالك مبقيناش كنسمعو,1,من كثرة جمال صوت ديالك مبقيناش كنسمعو
شعب القراعي,1,شعب القراعي
حيدي من شمكير سيري مع الحياة ولد أو بنت مكيهمش,1,حيدي من شمكير سيري مع الحياة ولد أو بنت مكيهمش
غتبتزو انت هوا أوناسيس,1,غتبتزو انت هوا أوناسيس
يعطيكم الذل ☺☺☺✌,1,يعطيكم الذل وجه مبتسم وجه مبتسم وجه مبتسم يد النصر
جهنم عمرات,1,جهنم عمرات
الله يعطي العز للمحامية اما الخرا والدل راها عايشة فيه تريكة القحوب,1,اله يعطي العز لمحامية اما الخرا والدل راها عايشة فيه تريكة القحوب
1:35 تصحيح راك حاشي لقالب,1,تصحيح راك حاشي لقالب
الله يمسخكم مباغينش ترجعو  لطريق الله الى جهنم  وبءس المسير,1,اله يمسخكم مباغينش ترجعو لطريق اله الى جهنم وبءس المسير
ياخ علا مكروب الله يعطيك الدل كتر مهوا فيك لاعنت الله عليك الى يومي لدين الله يعطيك واح الكسيدة يتشتت اللحم ديالك الميلقوش.تفوتفوتفوووووووو,1,ياخ علا مكروب اله يعطيك الدل كتر مهوا فيك لاعنت اله عليك الى يومي لدين اله يعطيك واح الكسيدة يتشت الحم ديالك الميلقوش تفوتفوتفو
ارواح عندي فاجزائر وانا غادي نجيبو فيك ياصحفي نمي,1,ارواح عندي فاجزائر وانا غادي نجيبو فيك ياصحفي نمي
آااش هاد القلاوي 😕😕,1,آاش هاد القلاوي وجه مرتبك وجه مرتبك
فيناهو الخامج من هاد شي كامل,1,فيناهو الخامج من هاد شي كامل
تبارطاجي معنا تقحبين او مضيغ لمسكة او شوف تيفي تموتو علا حاجة اسمها شوهة,1,تبارطاجي معنا تقحبين او مضيغ لمسكة او شوف تيفي تموتو علا حاجة اسمها شوهة
مكمش شرويطتو خايف يطلقها 🤣🤣🤣,1,مكمش شرويطتو خايف يطلقها يتدحرج على الارض من الضحك يتدحرج على الارض من الضحك يتدحرج على الارض من الضحك
لجنوون شبعانين حوا ف هاد المغربيات لي نصهم مسكونات ب المس العاشيق,1,لجنون شبعانين حوا ف هاد المغربيات لي نصهم مسكونات ب المس العاشيق
الغريب أنها مسحات من القناة ديالها روتيني الإباحي؟؟!!!!!!!!انت فراسك لعجينة والقضية فيها شي حاجة مخبية,1,الغريب أنها مسحات من القناة ديالها روتيني الإباحي انت فراسك لعجينة والقضية فيها شي حاجة مخبية
لذا بعض ضعفاء النفوس المريضة أصبح أكثر,1,لذا بعض ضعفاء النفوس المريضة أصبح أكثر
اوا بعد اوريتينا كفاش نجفو ما كناش عارفين هاذ الشقا كلو . تفو على زبل ايييخخخخ,1,اوا بعد اوريتينا كفاش نجفو ما كناش عارفين هاذ الشقا كلو تفو على زبل ايخ
التعبير مشا ههههههه. سير يا الزلال الله ينعل لي ما يحشم .,1,التعبير مشا ه سير يا الزلال اله ينعل لي ما يحشم
راه تيضحكو عليك ا صاحبي,1,راه تيضحكو عليك ا صاحبي
كيف تتجيك الكلسة دابا والمؤخرة ديالك مشرشمة,1,كيف تجيك الكلسة دابا والمؤخرة ديالك مشرشمة
وا ميخي وا ميخي وهاد لمرة عندك مكتحشمش والله تا ميخي,1,وا ميخي وا ميخي وهاد لمرة عندك مكتحشمش واله تا ميخي
آلله يرد بيك اولدي سري ياشوف تفي آلله يعطيك موصيبة فضحتي الولد,1,آله يرد بيك اولدي سري ياشوف تفي آله يعطيك موصيبة فضحتي الولد
الله إرد بيك ... إلا طلبتي شي حاجة طلبيها من الله تعالى و ليس من العبد عليها موصلتي فين و الصلاة التي لا تنهى عن الفحشاء و المنكر ليست بصلاة و لا حول ولاقوة إلا بالله,1,اله إرد بيك إلا طلبتي شي حاجة طلبيها من اله تعالى و ليس من العبد عليها موصلتي فين و الصلاة التي لا تنهى عن الفحشاء و المنكر ليست بصلاة و لا حول ولاقوة إلا باله
الحقارة نتاع العفن وقمة الانحطاط,1,الحقارة نتاع العفن وقمة الانحطاط
"البلاد مشات أحمادي.""",1,البلاد مشات أحمادي
منين ماسلخوهش مادارو والو,1,منين ماسلخوهش مادارو والو
هاذي الوالدين خاصهم الإعدام لي التجارة في بنتهم اعود بالله من شر ماخلق,1,هاذي الوالدين خاصهم الإعدام لي التجارة في بنتهم اعود باله من شر ماخلق
نتي ياشوف تيفي علاش كتصورو المؤخرة ديالها مني سباب البلاء,1,نتي ياشوف تيفي علاش كتصورو المؤخرة ديالها مني سباب البلاء
هدا مافنان ماهو راجل ماهو مرا باختصار الله ينعل الأصل ديال الي رباه,1,هدا مافنان ماهو راجل ماهو مرا باختصار اله ينعل الأصل ديال الي رباه
والله العضيم إلي هد الغنا غير ديل تهراس الفم بشي يد المهراز,1,واله العضيم إلي هد الغنا غير ديل تهراس الفم بشي يد المهراز
وناري على فضيحه بنات بعدو من هاد زبل ماتيقو في حد ولي شوهة ياربي تستر علينا حتى يوم دين,1,وناري على فضيحه بنات بعدو من هاد زبل ماتيقو في حد ولي شوهة ياربي تستر علينا حتى يوم دين
